2021-06-15 20:00:01 | /errorHandler.js(30) | EU3RZAj67fcwMCryZtdkwC7C6pCCYu8F | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:22:56 | /errorHandler.js(30) | bLuCxyUzYTpJqFcckeU9NUqMCMsbZKXr | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:22:59 | /errorHandler.js(30) | wMuyJgnC488fdeliwGuVfKzXNOXxwH65 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:02 | /errorHandler.js(30) | gEdiNJWPJSUE8bExtR1xI8EnyTjgtMww | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:03 | /errorHandler.js(30) | KaDSypCc8UGlyEYdretcF4FZyVx2EiyE | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:03 | /errorHandler.js(30) | KaDSypCc8UGlyEYdretcF4FZyVx2EiyE | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:04 | /errorHandler.js(30) | VnlqAyxkEoJvpV2w4Icocdzt2RWxh6b7 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-03","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:04 | /errorHandler.js(30) | 7Y5V1M2WBz3ecXoLMW1MlA1apW9nlBUe | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:05 | /errorHandler.js(30) | w0vtGD5UgUzEhv3pgDFr8YgIwd6urTl9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:05 | /errorHandler.js(30) | Y3YgX4dzonjgmosbPySUzJWU9vZBs5cS | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:06 | /errorHandler.js(30) | 3kSoQnkUC7kMYTmh2BPm6gosWcUxPSHz | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:07 | /errorHandler.js(30) | NUIkaoyZm8b0x2ichMCbCMkYM8Mzttzn | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:08 | /errorHandler.js(30) | y8V9DONhVzG0kfRXvCT7vuXV6iN790YN | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:08 | /errorHandler.js(30) | XgvEKmv60SQOyNhWOkXEYDVTgZAYViGN | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:09 | /errorHandler.js(30) | DkiijeU7ehDN4z9nPTuokYUlwhDEeXfk | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:12 | /errorHandler.js(30) | 3eb61SoO8GFWyqzs5ptTKbyVvNlSyYXs | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:12 | /errorHandler.js(30) | 3eb61SoO8GFWyqzs5ptTKbyVvNlSyYXs | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:13 | /errorHandler.js(30) | wNlQn4Cb40bupsYLhUr9O2jszPsbxVFu | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:13 | /errorHandler.js(30) | GtOe2JYJvM8KUsFh7KxzXk2tV96mqKAX | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:14 | /errorHandler.js(30) | GtOe2JYJvM8KUsFh7KxzXk2tV96mqKAX | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-05","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:14 | /errorHandler.js(30) | W07IHDHeT05waL4VnSFfbj0B7kb3mPLc | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-17","firstName":"Baljit","lastName":"Bhuttay","ohip":"6053034762nr","mobileNumber":"4373337588","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"1:30 PM","timeSlotEnd":"2:00 PM"},"screeningResult":"low","dob":"1969-07-25","gender":"Female","email":"prab1020@hotmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"6 Cove Hollow Crt","postalcode":"L6P3L4","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":51,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-06-15 21:23:14","updatedAt":"2021-06-15 21:23:14","bookedDateTime":1626528600000,"bookingDate":"2021-06-16","_id":"60c95282e5d1c2001f632c73","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60c95282e5d1c2001f632c73","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60c95282e5d1c2001f632c73","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh"}
2021-06-15 21:23:15 | /errorHandler.js(30) | 3r2XHVxZsmtYhwMwbDnH3BRDIcTOqOKT | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:16 | /errorHandler.js(30) | DrCk40hS2KCgdBwxnmWIxsUZ6XMJ9I2s | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:18 | /errorHandler.js(30) | 7gKrY6rNRgyEQllKab3sC7ZqjBXiYIT6 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:18 | /errorHandler.js(30) | 7gKrY6rNRgyEQllKab3sC7ZqjBXiYIT6 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-14","firstName":"Joginder","lastName":"Gill","ohip":"2974170686wx","mobileNumber":"6475708969","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"6:00 PM","timeSlotEnd":"6:30 PM"},"screeningResult":"low","dob":"1943-07-30","gender":"Male","email":"gillamanvir@yahoo.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"42 Eaglesprings Cres","postalcode":"L6P2W2","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","age":77,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-06-15 21:23:18","updatedAt":"2021-06-15 21:23:18","bookedDateTime":1626285600000,"bookingDate":"2021-06-16","_id":"60c95286e5d1c2001f632c77","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60c95286e5d1c2001f632c77","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60c95286e5d1c2001f632c77","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh"}
2021-06-15 21:23:19 | /errorHandler.js(30) | v0ZWs1Hh1zQa1wK3Sg5GCdbaUvQ5Grjc | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-10","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:22 | /errorHandler.js(30) | O9hcGHyokvMnhDMZ9RnF5ubm28NFka4c | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-13","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:23 | /errorHandler.js(30) | 5qDyclZX9bEX3C4FlVWFLmF0BPwWtxPx | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-20","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:24 | /errorHandler.js(30) | ZEp1PoemZp9k7tKfYaMSVZNMVwnjUdGo | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getPatientById?id=60c950418bda82001f2193d8 | GET | Request : {}
2021-06-15 21:23:24 | /errorHandler.js(30) | TkeKIN9ib0Lis4Dn3IGtjbsPn49ovbl5 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:27 | /errorHandler.js(30) | oCZ8cthkz9yHRzTNRWQiiSMWCUMwIAIG | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:28 | /errorHandler.js(30) | fFCHXfrUmUhOfLpPCsykDxUrbkFAPJIX | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:30 | /errorHandler.js(30) | hK4VSOeFbwVmKjBpVlU5x4Lw5MjNVh6V | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:30 | /errorHandler.js(30) | hK4VSOeFbwVmKjBpVlU5x4Lw5MjNVh6V | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:34 | /errorHandler.js(30) | 0guJ0iKx27DOYdFtvkruB0ULsXK0cha0 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-10","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:35 | /errorHandler.js(30) | jBOdGVKK35lUyQFSgJpUIWHwHRmdOtE5 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-04","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:36 | /errorHandler.js(30) | j6ouh4aJGcgRaO8qRnTQEcVum2bX5dQF | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:40 | /errorHandler.js(30) | DpYmezpBILIsSXBSvIp0g7rcroF6qjRi | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:40 | /errorHandler.js(30) | dy2b9WpxvlOvbNtNv62joxkCGhx7edA3 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:42 | /errorHandler.js(30) | 3atcwpFSbFQW0EoYCHX4rNQX1PiNhula | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-30","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:43 | /errorHandler.js(30) | nhN3sOEyMgDjcVTWC4jdzoOoXMzaccRP | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-13","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:44 | /errorHandler.js(30) | J5rtJAHbTOQxj8PyEqe2wW4wXHwHn28b | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:44 | /errorHandler.js(30) | V4I8BymohbgIybDgPFt1aZ1PvObANOa0 | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:46 | /errorHandler.js(30) | FU92M25XCBoyMI2wCfg209bDCZHqwsEc | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:48 | /errorHandler.js(30) | o8P1kQlZScNCuUygt5X4wqrZmB7SFeiM | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:48 | /errorHandler.js(30) | o8P1kQlZScNCuUygt5X4wqrZmB7SFeiM | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-31","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:51 | /errorHandler.js(30) | wh2KlsNDhB1uuCTchp3DugWeprZzowM0 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:52 | /errorHandler.js(30) | 80EyFqtTIhIqAdnkpEQYlk6KaeUtCY2t | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:52 | /errorHandler.js(30) | AJpDhDWaJJVRIvRskVwqOiMKP8oqpHiU | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:55 | /errorHandler.js(30) | zGEXazMy3DM78zSn0ZBNa9eCvM0PbKwZ | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:56 | /errorHandler.js(30) | WYRhtnCsq0nAmMTUQ8XmVGE7MylVeJcF | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:23:58 | /errorHandler.js(30) | SdfjAf5Aj68TDmHJ0ZzF6OPMrMhdwCAb | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:23:59 | /errorHandler.js(30) | 60uRn7Pb9HN2A0aGiAVZTjq7DdEwAn65 | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:00 | /errorHandler.js(30) | Ft2X9NTKb2rEmqhqNSiEH8wFfHVm8O2D | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:02 | /errorHandler.js(30) | mFAANVBbnsTxxFYAVWkQNw6B24xqZNaV | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-22","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:02 | /errorHandler.js(30) | a17h3jmEnksDnLwY0PKOBl5p0y5AYMXR | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:04 | /errorHandler.js(30) | CjmNQaAqeZ6vuW8aCVyYlI37dA38IaTp | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:24:05 | /errorHandler.js(30) | iamARPWI7rr1CtyGDZk9i1hua8BJmcep | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:06 | /errorHandler.js(30) | UeJxGvM2V8DdnXSj5cTrjE4XdGVel2c0 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:06 | /errorHandler.js(30) | wsqcZ3ut3wGNaTsx3iIsNpnRZAtcfgbA | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-12","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:07 | /errorHandler.js(30) | nZ01RigdKy7SfEhWeA6b00MoADSrhWXK | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-02","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:08 | /errorHandler.js(30) | sHH2nmij2A4L0sqXtICZg96SVuw2e4Um | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-28","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:09 | /errorHandler.js(30) | zezr43jpkIuKERQyRaxSuLi2P66wKXGi | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-11","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:10 | /errorHandler.js(30) | 8cENFCJ7WZDCB1TOGQ30i0yDVtj1JhRb | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-26","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:11 | /errorHandler.js(30) | idpg1N4Nr5ruFNcX0LL9Zzg1JSzvOJZl | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-25","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:14 | /errorHandler.js(30) | eujF3oiYG3ulrTDlIVLlT3ZBh2pI2os1 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:15 | /errorHandler.js(30) | gzk52mhn5npIKGQK4Y005VO6YfYUPENE | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-27","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:16 | /errorHandler.js(30) | Jh3JhmdlhUYX1wMkxLNI3R19KJ72qr4m | [info] | IP - ::ffff:10.0.3.157 | clientIP - ::ffff:10.0.3.157 | URL : http://10.0.3.210:2001/health | GET | Request : {}
2021-06-15 21:24:17 | /errorHandler.js(30) | H3FmgXnJCfphw0yPzOnH5VYBxYSJLN8H | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-18","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:18 | /errorHandler.js(30) | 62y7vOblU3Cj8U1tNUbbqFXkBkoKoCkb | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-24","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:19 | /errorHandler.js(30) | 7jS9yFcl0D0QkQ2HW49dsOvYKwshyU5R | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-19","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:20 | /errorHandler.js(30) | 0u0AUlO91tQUUKxFojeJl6yucSKHcZP2 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-23","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:21 | /errorHandler.js(30) | WP7jZlvCbM0XvgDqu2UzezeOpZWV9b3a | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-16","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:22 | /errorHandler.js(30) | VGlDbUu4kf5fXLBARt14s13EkcEAuUP9 | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-06-15 21:24:22 | /errorHandler.js(30) | VGlDbUu4kf5fXLBARt14s13EkcEAuUP9 | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-06-21","clinicId":"609be7f8f132c1001fb007c4"}
